framework,workload,target_parameter,target_value,row_multiplicity,methods,representative_run_id,deepest_milestone,normalized_signature
transformers-accelerate,internvl3-train,multimodal.image_size,56,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-173e1e8fceca6bdd,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
transformers-accelerate,internvl3-train,multimodal.image_size,60,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-6dab5ad1be2a710d,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
transformers-accelerate,internvl3-train,multimodal.image_size,61,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-327a701b1aa3bccd,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
transformers-accelerate,internvl3-train,multimodal.num_channels,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-1725885c04560c35,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>, <N>, <N>]"
transformers-accelerate,internvl3-train,multimodal.num_channels,-5,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-a76a65be002a5db2,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>, <N>, <N>]"
transformers-accelerate,internvl3-train,multimodal.num_channels,0,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-6eb2ec3ffb527f73,process_group_initialization,RuntimeError: Sizes of tensors must match except in dimension <N>. Expected size <N> but got size <N> for tensor number <N> in the list.
transformers-accelerate,internvl3-train,multimodal.patch_size,12,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-1fafba038543e025,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
transformers-accelerate,internvl3-train,multimodal.patch_size,17,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-8978f5e60ecdabae,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
transformers-accelerate,internvl3-train,multimodal.patch_size,18,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-618d1f20f9364903,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
transformers-accelerate,internvl3-train,multimodal.patch_size,19,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-c5d19cb10dbb9b59,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
transformers-accelerate,internvl3-train,multimodal.patch_size,20,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-b8c3a2cf8c4b3dea,process_group_initialization,"RuntimeError: shape '[<N>, <N>, <N>, <N>]' is invalid for input of size <N>"
transformers-accelerate,internvl3-train,multimodal.vision_num_attention_heads,-4,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-1b7eab516814179e,process_group_initialization,"RuntimeError: invalid shape dimension -<N> at index <N> of shape [<N>, <N>, -<N>, -<N>]"
transformers-accelerate,internvl3-train,multimodal.vision_num_attention_heads,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-119ec70d5abae308,process_group_initialization,ZeroDivisionError: integer division or modulo by zero
transformers-accelerate,internvl3-train,training.micro_batch_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-3e921a0f0521d1c3,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,internvl3-train,training.micro_batch_size,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-31b8c3cf02ec0fe8,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,llama2-train,model.ffn_hidden_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-4c66b29866ad87ac,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,llama2-train,model.hidden_size,-1,1,global_repair,rq3-current-transformers-accelerate-2e4d60387054b1d2,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
transformers-accelerate,llama2-train,model.hidden_size,504,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-47e919c28f6b32b5,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,llama2-train,model.hidden_size,508,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-transformers-accelerate-8ae94b43502cee57,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,llama2-train,model.hidden_size,509,1,global_repair,rq3-current-transformers-accelerate-fad0bf978dcfb243,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,llama2-train,model.hidden_size,510,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-transformers-accelerate-657e4ce926a77a12,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,llama2-train,model.hidden_size,511,1,global_repair,rq3-current-transformers-accelerate-aaee5e5a7fe33569,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,llama2-train,model.hidden_size,513,1,global_repair,rq3-current-transformers-accelerate-5e19f8d8f50780ed,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,llama2-train,model.hidden_size,514,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-transformers-accelerate-cf5e57f1d2297ad5,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,llama2-train,model.hidden_size,515,1,global_repair,rq3-current-transformers-accelerate-d170449a0824e348,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,llama2-train,model.hidden_size,520,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-4f00fca4846c03e8,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,llama2-train,model.num_attention_heads,-1,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-11ac300411c92e24,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,llama2-train,model.num_attention_heads,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-175d9aae6121cbb9,process_group_initialization,ZeroDivisionError: integer division or modulo by zero
transformers-accelerate,llama2-train,model.num_attention_heads,1,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-ccafbc99818e93f3,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,llama2-train,model.num_attention_heads,10,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-transformers-accelerate-034d292702aababc,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,llama2-train,model.num_attention_heads,11,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-transformers-accelerate-80490a33e3d17535,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,llama2-train,model.num_attention_heads,12,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-transformers-accelerate-9c7551044241fea8,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,llama2-train,model.num_attention_heads,13,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-transformers-accelerate-312b17ec529470d4,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,llama2-train,model.num_attention_heads,6,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-transformers-accelerate-ef9bb8b895ec0279,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,llama2-train,model.num_attention_heads,7,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-transformers-accelerate-ae00d1ad98793471,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,llama2-train,model.num_attention_heads,9,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-transformers-accelerate-92787e8620d9ceee,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,llama2-train,model.num_query_groups,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-1015b7c8bad38854,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,llama2-train,model.num_query_groups,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-d47df95e8450ea2d,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,llama2-train,model.num_query_groups,-6,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-336a7ea91644af1d,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,llama2-train,model.num_query_groups,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-8cc0bcb9ceee5162,process_group_initialization,ZeroDivisionError: integer division or modulo by zero
transformers-accelerate,llama2-train,model.num_query_groups,10,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-15ad20dbad6b909c,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,llama2-train,model.num_query_groups,16,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-76ff795004ac6008,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,llama2-train,model.num_query_groups,3,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-c905bbe8b7123031,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,llama2-train,model.num_query_groups,5,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-beee4a954294a839,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,llama2-train,model.num_query_groups,6,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-ca792807ebabcb86,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,llama2-train,model.num_query_groups,7,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-23175ff5f572657b,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,llama2-train,model.num_query_groups,9,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-93862f34d14771b1,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,llama2-train,model.seq_length,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-66c29b998273ea34,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
transformers-accelerate,llama2-train,training.micro_batch_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-36e15b4792f458bf,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,llama2-train,training.micro_batch_size,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-2dc204922b189332,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,llama2-train,training.micro_batch_size,-3,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-034e34f5606e32ea,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,llama2-train,training.micro_batch_size,-7,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-0a9c18835b50d939,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,llama2-train,training.micro_batch_size,0,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-d71412d06c3f5d35,process_group_initialization,"RuntimeError: cannot reshape tensor of <N> elements into shape [<N>, <N>, -<N>, <N>] because the unspecified dimension size -<N> can be any value and is ambiguous"
transformers-accelerate,mixtral-train,model.ffn_hidden_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-22f7aa846e83fc21,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>, <N>]"
transformers-accelerate,mixtral-train,model.hidden_size,-1,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-192398075f3c5e5f,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
transformers-accelerate,mixtral-train,model.hidden_size,1,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-82349eba6891d3ab,process_group_initialization,ZeroDivisionError: <N> cannot be raised to a negative power
transformers-accelerate,mixtral-train,model.hidden_size,504,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-fc89b05c55847c36,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,mixtral-train,model.hidden_size,508,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-0297211ee2733ef9,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,mixtral-train,model.hidden_size,509,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-197513977e3316f0,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,mixtral-train,model.hidden_size,510,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-f2d67a6c2af13053,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,mixtral-train,model.hidden_size,511,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-56e5e1bfbd223fbf,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,mixtral-train,model.hidden_size,514,1,static_hard_configfuzz,rq3-current-transformers-accelerate-9f69ca6680c08f47,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,mixtral-train,model.hidden_size,520,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-5df4a8ab8ac0fa0d,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,mixtral-train,model.num_attention_heads,-1,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-806889e50f6f3ed1,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,mixtral-train,model.num_attention_heads,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-32fc3c03977e3d15,process_group_initialization,ZeroDivisionError: integer division or modulo by zero
transformers-accelerate,mixtral-train,model.num_attention_heads,10,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-e97c30c8349035d6,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,mixtral-train,model.num_attention_heads,11,3,native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-1cc212b174887e98,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,mixtral-train,model.num_attention_heads,12,1,static_hard_configfuzz,rq3-current-transformers-accelerate-6e61f3712096c77f,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,mixtral-train,model.num_attention_heads,13,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-e904a232e47165b2,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,mixtral-train,model.num_attention_heads,15,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-7854b77e60f47d88,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,mixtral-train,model.num_attention_heads,5,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-298ee1b742b3fab5,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,mixtral-train,model.num_attention_heads,6,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-ba130cecdc409989,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,mixtral-train,model.num_attention_heads,7,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-c9a82d0c2ce17eff,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,mixtral-train,model.num_attention_heads,9,3,native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-9fd15cf9c7027abc,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,mixtral-train,model.num_query_groups,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-dbdb46bac86887dd,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,mixtral-train,model.num_query_groups,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-f00f42a72ce61ea3,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,mixtral-train,model.num_query_groups,-6,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-f9283c3d08e05ed6,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,mixtral-train,model.num_query_groups,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-26f92e173dbb55b1,process_group_initialization,ZeroDivisionError: integer division or modulo by zero
transformers-accelerate,mixtral-train,model.num_query_groups,10,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-743a2c4bc2672fa2,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,mixtral-train,model.num_query_groups,16,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-3302285b43205d96,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,mixtral-train,model.num_query_groups,3,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-75d6274812c17f4a,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
transformers-accelerate,mixtral-train,model.num_query_groups,5,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-676efa66c1479d57,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,mixtral-train,model.num_query_groups,6,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-bde66b5914dd79f8,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,mixtral-train,model.num_query_groups,7,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-1558e2a6598e306b,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
transformers-accelerate,mixtral-train,model.seq_length,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-25b9c6ba3e0a4a1e,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
transformers-accelerate,mixtral-train,moe.moe_router_topk,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-6cab355a6cc84c14,process_group_initialization,RuntimeError: selected index k out of range
transformers-accelerate,mixtral-train,moe.moe_router_topk,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-3bd3f7e272d81dfb,process_group_initialization,RuntimeError: selected index k out of range
transformers-accelerate,mixtral-train,moe.moe_router_topk,-6,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-b30cf8dbcd69eab1,process_group_initialization,RuntimeError: selected index k out of range
transformers-accelerate,mixtral-train,moe.moe_router_topk,10,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-4ec995efd9cec1bc,process_group_initialization,RuntimeError: selected index k out of range
transformers-accelerate,mixtral-train,moe.moe_router_topk,16,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-a5e1d4a847bf87bd,process_group_initialization,RuntimeError: selected index k out of range
transformers-accelerate,mixtral-train,moe.moe_router_topk,5,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-92dcfd255508d722,process_group_initialization,RuntimeError: selected index k out of range
transformers-accelerate,mixtral-train,moe.moe_router_topk,6,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-2d9a9ccd49d2e407,process_group_initialization,RuntimeError: selected index k out of range
transformers-accelerate,mixtral-train,moe.moe_router_topk,7,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-94f10499dbfb9068,process_group_initialization,RuntimeError: selected index k out of range
transformers-accelerate,mixtral-train,moe.num_experts,-1,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-fc3fc9e266e65633,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,mixtral-train,moe.num_experts,-4,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-365119cdb5028e1c,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,mixtral-train,moe.num_experts,0,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-d1292863fa1ad197,process_group_initialization,RuntimeError: selected index k out of range
transformers-accelerate,mixtral-train,moe.num_experts,1,2,native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-bae707bcc16e32eb,process_group_initialization,RuntimeError: selected index k out of range
transformers-accelerate,mixtral-train,training.micro_batch_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-ae5b4ab120744ec9,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,mixtral-train,training.micro_batch_size,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-5db9fcdaa6a0db38,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,mixtral-train,training.micro_batch_size,-3,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-a20d9bc494f4314b,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,mixtral-train,training.micro_batch_size,-7,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-33268632ede1efe8,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,mixtral-train,training.micro_batch_size,0,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-93b3620c7aed821c,process_group_initialization,"RuntimeError: cannot reshape tensor of <N> elements into shape [<N>, <N>, -<N>, <N>] because the unspecified dimension size -<N> can be any value and is ambiguous"
transformers-accelerate,qwen2-train,model.ffn_hidden_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-transformers-accelerate-c7c204faeb15e8ae,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
transformers-accelerate,qwen2-train,model.hidden_size,-1,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-transformers-accelerate-3094d4dc04d72e93,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
